iter	RMSE
131	0.6143492736
132	0.6142363694
133	0.6141576157
134	0.6140260393
135	0.6139438818
136	0.6138641276
137	0.6137716586
138	0.613644415
139	0.6135273716
140	0.6134238361
141	0.6133864786
142	0.613308648
143	0.6132346171
144	0.6131469654
145	0.6130107244
146	0.6129009812
147	0.6128168841
148	0.6127510892
149	0.6126689909
150	0.6126312807
151	0.6125520559
152	0.6124010478
153	0.6123484507
154	0.6122852793
155	0.612155005
156	0.6120954444
157	0.6120255334
158	0.6119593682
159	0.6118986416
160	0.6118346728
161	0.6117810326
162	0.6117047229
163	0.6116996181
164	0.611654663
165	0.611600092
166	0.6115571797
167	0.6114868016
168	0.611450629
169	0.6114065266
170	0.6113691791
171	0.6112680432
172	0.6112303243
173	0.6112022975
174	0.6111518643
175	0.6110846936
176	0.6110093642
177	0.6109542484
178	0.610892005
179	0.6108344319
180	0.6107697917
181	0.6107161697
182	0.6106345885
183	0.6105555747
184	0.6104916105
185	0.6104501169
186	0.6103472255
187	0.610313232
188	0.6102733239
189	0.6102193237
190	0.6101568339
191	0.6101104569
192	0.6100898204
193	0.6100637229
194	0.6100233547
195	0.6099783394
196	0.609953451
197	0.6098717014
198	0.6098071166
199	0.6097308672
200	0.6096138035
201	0.6095786395
202	0.6095140002
203	0.6094559596
204	0.6094073376
205	0.6093616428
206	0.6093023039
207	0.6092573635
208	0.6091759995
209	0.6091148126
210	0.6090768567
211	0.6090031766
212	0.6089423173
213	0.6089061402
214	0.6088392737
215	0.6087994212
216	0.6087134243
217	0.6086793585
218	0.6086461145
219	0.6086173024
220	0.6085696639
221	0.6085104088
222	0.6084937749
223	0.6083997378
224	0.608344565
225	0.6082946592
226	0.6082261579
227	0.6081895448
228	0.6081436123
229	0.6080664938
230	0.6079863085
231	0.6079633364
232	0.6079141288
233	0.6078780832
234	0.6077904952
235	0.6077320123
236	0.6077027039
237	0.6076450196
238	0.6076171922
239	0.6074927354
240	0.607462978
241	0.6074465223
242	0.6074235039
243	0.6073255452
244	0.6073113136
245	0.6071916548
246	0.6071772197
247	0.6071276623
248	0.6070952756
249	0.6070740906
250	0.6070199053
251	0.6069685429
252	0.6069326322
253	0.6068191635
254	0.606734795
255	0.6067138202
256	0.6066652749
257	0.6066445554
258	0.6066173214
259	0.606615077
260	0.6065953914
261	0.606558681
262	0.6065304314
263	0.606494516
264	0.6064483273
265	0.6064261177
266	0.6063307312
267	0.6063001538
268	0.6062644918
269	0.6062147058
270	0.6061779635
271	0.6061688983
272	0.6061466571
273	0.6061273702
274	0.6061160713
275	0.6060833686
276	0.6060053689
277	0.6059761555
278	0.6059540962
279	0.6059287803
280	0.6058913766
281	0.6058257504
282	0.6057558565
283	0.6057120988
284	0.6056222884
285	0.6055925345
286	0.6055555425
287	0.6055265922
288	0.6054106976
289	0.6054022018
290	0.6053358255
291	0.6053038468
292	0.6052742971
293	0.6052035764
294	0.6051926629
295	0.6050509759
296	0.6050175704
297	0.6049920586
298	0.6049333184
299	0.6049219981
300	0.6048695836
301	0.6048255419
302	0.6047682139
303	0.6047076915
304	0.6046629183
305	0.6045920032
306	0.6045772287
307	0.6045598245
308	0.6045102955
309	0.6044478361
310	0.6043924935
311	0.6043481823
312	0.604301781
313	0.6042352936
314	0.6041946245
315	0.60417802
316	0.6041605099
317	0.6041400667
318	0.6040991389
319	0.6040543537
320	0.6040044353
321	0.6039438462
322	0.6039204599
323	0.603836013
324	0.6037719318
325	0.6036967758
326	0.6036035041
327	0.6035480347
328	0.6035244144
329	0.6034864444
330	0.6034094395
331	0.6033523425
332	0.6033143725
333	0.603283372
334	0.6032218901
335	0.6031307997
336	0.6031238322
337	0.6029945888
338	0.6029540429
339	0.6028890284
340	0.6028339167
341	0.6028077676
342	0.6027772919
343	0.6026980399
344	0.6025737174
345	0.6025396689
346	0.60251289
347	0.6024331398
348	0.6024109944
349	0.602396523
350	0.6023475647
351	0.6022864316
352	0.6022205347
353	0.6021976512
354	0.6021233681
355	0.6020772777
356	0.6020283843
357	0.6018802283
358	0.601783122
359	0.6017436355
360	0.6017105579
361	0.6016589204
362	0.6016308095
363	0.6014930038
364	0.6013902602
365	0.6013602931
366	0.6012497272
367	0.6011725954
368	0.6011384206
369	0.601103219
370	0.6010771066
371	0.6010211766
372	0.6009467331
373	0.600911384
374	0.6007987611
375	0.6007579857
376	0.6007258386
377	0.6007036789
378	0.6006619911
379	0.6006205981
380	0.600595346
381	0.6005120625
382	0.6003909614
383	0.6002768021
384	0.600244145
385	0.6001858451
386	0.6000616733
387	0.5999492092
388	0.5999152822
389	0.5998523973
390	0.5997870578
391	0.5997728028
392	0.5996765334
393	0.5996245081
394	0.5995155755
395	0.5994804937
396	0.5994327889
397	0.5994085605
398	0.5993953047
399	0.5993487022
400	0.5992762505
401	0.5992202999
402	0.5991860985
403	0.5991650464
404	0.5990978821
405	0.5990736826
406	0.5990583882
407	0.5989997604
408	0.5989691876
409	0.5989269263
410	0.5988908329
411	0.5988295797
412	0.5987963
413	0.5987661303
414	0.5987141359
415	0.5986410681
416	0.5986130896
417	0.5985981408
418	0.598553034
419	0.5985258274
420	0.598438177
421	0.5983719299
422	0.5983477208
423	0.5982973249
424	0.598269282
425	0.5982531581
426	0.5981910364
427	0.598116968
428	0.5980621314
429	0.5980511753
430	0.5980044066
431	0.5979939978
432	0.597969324
433	0.5979483778
434	0.5978548568
435	0.5978137875
436	0.5977463576
437	0.5976802651
438	0.5976753859
439	0.5976179632
440	0.5975669178
441	0.5974854039
442	0.5974573962
443	0.5974230671
444	0.5973886351
445	0.5973714345
446	0.5973434893
447	0.5973202711
448	0.5972823299
449	0.5972351636
450	0.5972273491
451	0.5971633744
452	0.5970909667
453	0.5970698333
454	0.5970260637
455	0.5969744905
456	0.5969559227
457	0.5968973615
458	0.5968820971
459	0.5968131461
460	0.5967818505
461	0.5967669152
462	0.5967256416
463	0.5967014737
464	0.5966840936
465	0.5966663766
466	0.5966011408
467	0.5965548646
468	0.5965102811
469	0.5964663444
470	0.596435706
471	0.5963704358
472	0.5963246063
473	0.5963214375
474	0.5962788868
475	0.5962527115
476	0.5962214933
477	0.5962174878
478	0.5961581783
479	0.5961273239
480	0.5960955242
481	0.5960549197
482	0.5960378174
483	0.5960209284
484	0.5959956417
485	0.5959338825
486	0.5958712256
487	0.5958304652
488	0.5958097802
489	0.5957452172
490	0.5957185273
491	0.5956949331
492	0.5956527171
493	0.5956143102
494	0.5955724832
495	0.5955343636
496	0.5955161324
497	0.5954822369
498	0.5954483226
499	0.595423235
500	0.5953689528
501	0.5953461044
502	0.5952791538
503	0.5952008988
504	0.5951860802
505	0.595154508
506	0.5951237664
507	0.5951159127
508	0.5950866461
509	0.5950485748
510	0.5950279277
511	0.5950023399
512	0.5949146747
513	0.5949052902
514	0.5948541409
515	0.5948401494
516	0.5948032529
517	0.5947789667
518	0.5947716584
519	0.5947424615
520	0.5947058121
521	0.5946503115
522	0.594582769
523	0.5945468923
524	0.5945097551
525	0.5944606596
526	0.5944499884
527	0.5944369004
528	0.5944048887
529	0.5943508137
530	0.5943001399
531	0.5942214227
532	0.5941931367
533	0.5941796954
534	0.5941420737
535	0.594114889
536	0.5940821817
537	0.5940631483
538	0.5940411243
539	0.5940083586
540	0.5939964596
541	0.5939795464
542	0.5939624765
543	0.5939253566
544	0.5938953835
545	0.5938543691
546	0.5938379465
547	0.5937930924
548	0.5937822504
549	0.593769062
550	0.5937662055
551	0.5937398229
552	0.5937217205
553	0.5936620428
554	0.5936162764
555	0.5935919909
556	0.5935185341
557	0.5934642269
558	0.5934474841
559	0.5933943374
560	0.5933507217
561	0.5933061662
562	0.5932772217
563	0.5932711328
564	0.5932319138
565	0.5932162658
566	0.5931751831
567	0.5931585696
568	0.593121564
569	0.5931116771
570	0.5930640473
571	0.5930143544
572	0.5929872385
573	0.592981266
574	0.5929484888
575	0.5929197072
576	0.5928824217
577	0.5928729702
578	0.5928392788
579	0.5928049247
580	0.5927774481
581	0.5927394839
582	0.5927056111
583	0.5926943676
584	0.5926761594
585	0.5926524237
586	0.5926131398
587	0.5925996451
588	0.592582527
589	0.5925383813
590	0.5925245995
591	0.5925172275
592	0.5924888384
593	0.592450607
594	0.5924390767
595	0.5924090935
596	0.5923830932
597	0.5923627185
598	0.5923246665
599	0.5922890994
600	0.5922623561
601	0.5922048293
602	0.592149912
603	0.5921298423
604	0.5921162419
605	0.5920924377
606	0.5920534552
607	0.5920152683
608	0.591961796
609	0.5919289477
610	0.5918756834
611	0.5918470882
612	0.5918171431
613	0.5917996122
614	0.5917853928
615	0.591742621
616	0.5917185033
617	0.5917127819
618	0.5916800775
619	0.5916428918
620	0.5916080535
621	0.5915748307
622	0.5915436441
623	0.5915332256
624	0.5915216293
625	0.5915081084
626	0.5914981708
627	0.5914857772
628	0.591451031
629	0.5914254952
630	0.5914060295
631	0.5914028284
632	0.591379711
633	0.591333382
634	0.5913212852
635	0.5913058946
636	0.5912898987
637	0.5912734415
638	0.5912531285
639	0.5912311327
640	0.5911880809
641	0.5911562502
642	0.5911446665
643	0.5911102925
644	0.5910931018
645	0.5910839903
646	0.5910708972
647	0.5910308911
648	0.5910295368
649	0.591016971
650	0.5909944513
651	0.5909760109
652	0.5909493142
653	0.5909344543
654	0.590914675
655	0.5909050784
656	0.590895358
657	0.5908863941
658	0.5908756663
659	0.5908377694
660	0.5907975109
661	0.5907677497
662	0.5907631708
663	0.5907293161
664	0.5907222626
665	0.5907064099
666	0.5906641983
667	0.5906377657
668	0.5906276552
669	0.5906184457
670	0.590573393
671	0.5905633275
672	0.5905486533
673	0.5905244031
674	0.590508506
675	0.5904982035
676	0.5904791264
677	0.5904646039
678	0.5904370428
679	0.5904262316
680	0.5903920884
681	0.5903748706
682	0.5903441888
683	0.590328491
684	0.5903113881
685	0.5902805829
686	0.5902747961
687	0.5902547569
688	0.5902259225
689	0.5902194317
690	0.5901804321
691	0.5901567721
692	0.590132917
693	0.5900951513
694	0.5900760472
695	0.5900732554
696	0.5900469552
697	0.5900047276
698	0.5900012469
699	0.5899704764
700	0.5899392329
701	0.5899228089
702	0.5898970183
703	0.5898894261
704	0.5898717781
705	0.589847896
706	0.5898393067
707	0.5898244633
708	0.589798465
709	0.5897498558
710	0.5897324268
711	0.5897256552
712	0.5897063183
713	0.5896868415
714	0.5896666214
715	0.5896488963
716	0.5896089478
717	0.5895703993
718	0.5895587461
719	0.5895357909
720	0.5895200687
721	0.5895133656
722	0.5895100938
723	0.5894942541
724	0.5894716935
725	0.589434845
726	0.5893995308
727	0.5893703548
728	0.5893476549
729	0.5893224763
730	0.5892933881
731	0.5892777733
732	0.5892562699
733	0.5892395396
734	0.5892294028
735	0.5892239009
736	0.589204499
737	0.5891782723
738	0.5891536125
739	0.5891187146
740	0.589105298
741	0.5890801756
742	0.589057217
743	0.5890447939
744	0.5890071602
745	0.588975047
746	0.5889553532
747	0.5889302528
748	0.5889072119
749	0.5888972219
750	0.5888564589
751	0.5888389159
752	0.5888049603
753	0.5887862075
754	0.588762174
755	0.5887244774
756	0.5887150891
757	0.5886967132
758	0.588680444
759	0.5886724046
760	0.588634128
761	0.588632813
762	0.5886132259
763	0.5886039214
764	0.5885791984
765	0.5885601951
766	0.5885380249
767	0.588516887
768	0.5884915215
769	0.5884788914
770	0.5884481777
771	0.5884225895
772	0.5884217037
773	0.5883963765
774	0.5883645185
775	0.5883629332
776	0.5883615146
777	0.5883401222
778	0.5883086111
779	0.5882920777
780	0.5882640789
781	0.5882509847
782	0.5882282794
783	0.5882147992
784	0.5881979275
785	0.5881876963
786	0.5881592795
787	0.5881528967
788	0.5881224358
789	0.5881167936
790	0.5880961056
791	0.5880817862
792	0.5880663798
793	0.5880549066
794	0.5880459485
795	0.5880334076
796	0.5880117539
797	0.5879925984
798	0.5879826383
799	0.587951736
800	0.587937974
801	0.5879265211
802	0.5879168099
803	0.5879019231
804	0.5878890952
805	0.5878684934
806	0.5878469106
807	0.587831938
808	0.5878105099
809	0.5877922432
810	0.5877748691
811	0.5877657103
812	0.587748274
813	0.5877351833
814	0.5877206653
815	0.5876912177
816	0.5876631699
817	0.5876379433
818	0.5876160235
819	0.5876153159
820	0.5875919493
821	0.5875729972
822	0.5875695373
823	0.5875669603
824	0.5875481908
825	0.5875439081
826	0.5875293831
827	0.5875178605
828	0.5875076179
829	0.5874901351
830	0.5874683457
831	0.5874526833
832	0.5874417834
833	0.5874315064
834	0.5874172397
835	0.5873871149
836	0.5873661818
837	0.5873476325
838	0.5873346272
839	0.5873151733
840	0.5872964474
841	0.5872822196
842	0.5872742999
843	0.5872640449
844	0.5872462953
845	0.5872322333
846	0.5872185381
847	0.5871951108
848	0.5871801661
849	0.5871667493
850	0.5871427045
851	0.5871319337
852	0.5871162211
853	0.5870950701
854	0.5870679257
855	0.5870438318
856	0.5870388403
857	0.5870176202
858	0.587008192
859	0.5869887193
860	0.5869833332
861	0.5869674291
862	0.586950303
863	0.586941662
864	0.5869229341
865	0.5869109302
866	0.5869072639
867	0.5868941369
868	0.5868818598
869	0.5868603508
870	0.5868329765
871	0.5868303404
872	0.5868197259
873	0.5868147915
874	0.5867956992
875	0.5867754699
876	0.5867621577
877	0.5867521636
878	0.5867489382
879	0.5867320842
880	0.5867207156
881	0.5867118141
882	0.5867062806
883	0.5867019338
884	0.5866911573
885	0.5866812228
886	0.586675961
887	0.5866638146
888	0.5866583255
889	0.5866444188
890	0.5866294258
891	0.5866122213
892	0.5865955652
893	0.5865812872
894	0.586570339
895	0.5865608985
896	0.5865446537
897	0.5865222178
898	0.5865127785
899	0.5864899095
900	0.5864732139
901	0.5864618084
902	0.5864523532
903	0.5864388239
904	0.5864226964
905	0.5864128422
906	0.5863966192
907	0.5863853394
908	0.5863808845
909	0.5863578581
910	0.5863293749
911	0.5863188249
912	0.5863011262
913	0.5862840849
914	0.5862795994
915	0.5862699065
916	0.5862640573
917	0.5862612333
918	0.586254721
919	0.5862445378
920	0.5862236875
921	0.5862145488
922	0.5861984473
923	0.5861884648
924	0.5861714432
925	0.5861634394
926	0.5861457902
927	0.586135014
928	0.5861284743
929	0.5861227267
930	0.5861115904
931	0.5860998951
932	0.5860918952
933	0.586064853
934	0.5860506174
935	0.5860402783
936	0.5860392313
937	0.5860351105
938	0.5860293823
939	0.5860138251
940	0.5860014486
941	0.5859914507
942	0.5859807433
943	0.5859663975
944	0.5859531988
945	0.5859425141
946	0.5859376099
947	0.5859334671
948	0.5859191613
949	0.5859108667
950	0.5858978899
951	0.585883314
952	0.5858762392
953	0.5858464759
954	0.5858357085
955	0.5858269655
956	0.585815802
957	0.5858020048
958	0.5857930152
959	0.5857784768
960	0.5857731452
961	0.5857696357
962	0.5857545247
963	0.5857275225
964	0.585723046
965	0.5857130986
966	0.585700071
967	0.585685172
968	0.5856805844
969	0.5856714308
970	0.5856704629
971	0.585663444
972	0.5856581411
973	0.5856422122
974	0.5856220501
975	0.5856121072
976	0.5855980533
977	0.5855795632
978	0.5855688044
979	0.5855608191
980	0.5855465188
981	0.5855360814
982	0.58552405
983	0.5855059356
984	0.5855002027
985	0.5854936733
986	0.5854793137
987	0.585464899
988	0.5854469092
989	0.5854331729
990	0.5854311872
991	0.5854125209
992	0.5854022
993	0.5853774869
994	0.5853726998
995	0.5853640218
996	0.585348947
997	0.5853416971
998	0.5853183298
999	0.5853054795
